Name,LB,SMI,Atomic_Symbol,DFT_BF3_Affinity,Atomic_Number,Degree,Free_SASA,Atomic_Charge,Radial_Charge_1,Radial_Charge_2,Radial_Charge_3,Radial_Charge_4,Radial_Charge_5,Radial_Charge_6,Radial_Charge_7,Radial_Charge_8,Radial_Charge_9,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nHetero,nH,nC,nN,nO,nS,nP,nF,nCl,nBr,nX,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,FCSP3,SZ,Sm,Sv,Sse,Spe,Sare,Sp,Si,MZ,Mm,Mv,Mse,Mpe,Mare,Mp,Mi,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n5Ring,n6Ring,nHRing,n5HRing,n6HRing,naRing,n6aRing,naHRing,n6aHRing,nARing,n5ARing,n6ARing,nAHRing,n5AHRing,n6AHRing,nFRing,nFARing,nRot,RotRatio,SLogP,SMR,Vabc,MW,AMW,Exp_BF3_Affinity
95_N1,95,CN(C)C1=CC=C(C=C1)C=O,N,75.805374,7,3,5.115597397,-0.37766,-0.32935,-0.13188,-0.10221,0.03838,0.18793,0,0,0,0,0,6,6,22,11,2,11,9,1,1,0,0,0,0,0,0,22,11,15,1,0,6,7,18,4,0,1,5,1,0,0,0,0,0.222222222,13.33333333,12.42136375,13.45281559,21.87691187,21.03137255,21.308,14.53097186,24.78421738,0.606060606,0.564607443,0.611491618,0.994405085,0.95597148,0.968545455,0.660498721,1.126555336,11.02,0.272727273,2,0,24.266723,13.613277,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.181818182,1.5651,46.1565,150.2050188,149.084064,6.776548362,103.21
95_O1,95,CN(C)C1=CC=C(C=C1)C=O,O,98.9544075,8,1,16.50309148,-0.2979,-0.14835,-0.02399,-0.12329,-0.07322,0.09184,-0.28582,-0.2736,0,0,0,6,6,22,11,2,11,9,1,1,0,0,0,0,0,0,22,11,15,1,0,6,7,18,4,0,1,5,1,0,0,0,0,0.222222222,13.33333333,12.42136375,13.45281559,21.87691187,21.03137255,21.308,14.53097186,24.78421738,0.606060606,0.564607443,0.611491618,0.994405085,0.95597148,0.968545455,0.660498721,1.126555336,11.02,0.272727273,2,0,24.266723,13.613277,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.181818182,1.5651,46.1565,150.2050188,149.084064,6.776548362,103.21
96_O1,96,CC(C)(C)C(=O)C(C)(C)C,O,47.754532,8,1,14.53540843,-0.29853,-0.15553,-0.1134,-0.4325,0,0,0,0,0,0,0,0,0,28,10,1,18,9,0,1,0,0,0,0,0,0,27,9,26,1,0,0,1,26,1,0,0,1,0,6,0,0,2,0.888888889,13.33333333,11.84264424,14.59124934,27.32119446,25.87843137,26.24,16.66722994,31.94699289,0.476190476,0.42295158,0.521116048,0.975756945,0.924229692,0.937142857,0.595258212,1.140964032,9.01,0,1,0,27.834274,18.925726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6477,43.917,170.374094,142.1357652,5.076277328,31.32
97_O1,97,CC(=O)CCl,O,54.5992105,8,1,16.71036595,-0.29868,-0.15466,-0.07829,0,0,0,0,0,0,0,0,0,0,10,5,2,5,3,0,1,0,0,0,1,0,1,9,4,8,1,0,0,1,8,1,0,0,1,0,2,0,0,0,0.666666667,8,7.703105487,6.160224506,10.31573197,9.901960784,9.932,6.78201497,11.39923403,0.8,0.770310549,0.616022451,1.031573197,0.990196078,0.9932,0.678201497,1.139923403,4.02,0,1,0,11.325965,6.394035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.8142,21.401,81.80925065,92.00289246,9.200289246,57.49
98_O1,98,CC(=O)COC1=CC=CC=C1,O,64.7493935,8,1,16.73592087,-0.29617,-0.12953,0.0145,-0.21987,-0.1004,-0.14029,-0.12508,-0.06227,0,0,0,6,6,21,11,2,10,9,0,2,0,0,0,0,0,0,21,11,14,1,0,6,7,17,4,0,0,7,0,2,0,0,0,0.222222222,13.33333333,12.50328865,13.13873723,21.10050983,20.3254902,20.6,13.9532515,23.49522038,0.634920635,0.595394698,0.625654154,1.004786182,0.967880486,0.980952381,0.664440547,1.118820018,11.02,0.285714286,2,0,23.30193,12.63607,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0.272727273,1.6544,42.618,147.9984851,150.0680796,7.146099027,60.24
98_O2,98,CC(=O)COC1=CC=CC=C1,O,40.7418215,8,2,10.16065429,-0.48586,-0.22032,0.06445,-0.21854,-0.06227,0,0,0,0,0,0,6,6,21,11,2,10,9,0,2,0,0,0,0,0,0,21,11,14,1,0,6,7,17,4,0,0,7,0,2,0,0,0,0.222222222,13.33333333,12.50328865,13.13873723,21.10050983,20.3254902,20.6,13.9532515,23.49522038,0.634920635,0.595394698,0.625654154,1.004786182,0.967880486,0.980952381,0.664440547,1.118820018,11.02,0.285714286,2,0,23.30193,12.63607,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0.272727273,1.6544,42.618,147.9984851,150.0680796,7.146099027,60.24
99_O1,99,CC(=O)COC,O,68.889807,8,1,16.05610961,-0.29742,-0.14253,-0.04134,-0.19505,-0.15899,0,0,0,0,0,0,0,0,14,6,2,8,4,0,2,0,0,0,0,0,0,13,5,12,1,0,0,1,12,1,0,0,1,0,2,0,0,0,0.75,8,7.335442511,7.596909424,14.21267298,13.6,13.84,8.154697006,16.07993073,0.571428571,0.523960179,0.542636387,1.015190927,0.971428571,0.988571429,0.582478358,1.148566481,5.02,0,2,0,13.618344,10.629656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.2218,22.557,92.6843948,88.0524295,6.28945925,67.46
99_O2,99,CC(=O)COC,O,59.679553,8,2,10.72431807,-0.37694,-0.23647,0.20731,-0.09332,0,0,0,0,0,0,0,0,0,14,6,2,8,4,0,2,0,0,0,0,0,0,13,5,12,1,0,0,1,12,1,0,0,1,0,2,0,0,0,0.75,8,7.335442511,7.596909424,14.21267298,13.6,13.84,8.154697006,16.07993073,0.571428571,0.523960179,0.542636387,1.015190927,0.971428571,0.988571429,0.582478358,1.148566481,5.02,0,2,0,13.618344,10.629656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.2218,22.557,92.6843948,88.0524295,6.28945925,67.46
100_O1,100,CC(C)C(=O)C(C)C,O,72.880567,8,1,16.65565373,-0.29913,-0.1617,-0.13726,-0.28502,0,0,0,0,0,0,0,0,0,22,8,1,14,7,0,1,0,0,0,0,0,0,21,7,20,1,0,0,1,20,1,0,0,1,0,4,0,2,0,0.857142857,10.66666667,9.506951961,11.50759373,21.54552076,20.42745098,20.72,13.07012096,25.11641359,0.484848485,0.43213418,0.523072442,0.979341853,0.928520499,0.941818182,0.594096407,1.141655163,7.01,0,1,0,21.827102,14.912898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.285714286,1.8675,34.683,135.7821235,114.1044651,5.186566594,68.07
101_O1,101,CC(=O)CC1=CC=CC=C1,O,69.897999,8,1,17.14132456,-0.29966,-0.16596,-0.14027,-0.00857,-0.12576,-0.12458,-0.06227,0,0,0,0,6,6,20,10,1,10,9,0,1,0,0,0,0,0,0,20,10,13,1,0,6,7,16,4,0,0,6,1,1,1,0,0,0.222222222,12,11.17125968,12.42393812,19.76984705,18.97647059,19.2,13.47301198,22.2858343,0.6,0.558562984,0.621196906,0.988492353,0.948823529,0.96,0.673650599,1.114291715,10.01,0.3,1,0,22.49993,10.90007,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.2,1.8181,40.827,139.2082582,134.0731649,6.703658247,68.65
102_O1,102,CCCCC(=O)CCCC,O,76.5378885,8,1,16.44662285,-0.29972,-0.16731,-0.15519,-0.10985,-0.11301,-0.13821,0,0,0,0,0,0,0,28,10,1,18,9,0,1,0,0,0,0,0,0,27,9,26,1,0,0,1,26,1,0,0,1,0,2,6,0,0,0.888888889,13.33333333,11.84264424,14.59124934,27.32119446,25.87843137,26.24,16.66722994,31.94699289,0.476190476,0.42295158,0.521116048,0.975756945,0.924229692,0.937142857,0.595258212,1.140964032,9.01,0,1,0,27.834274,18.925726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.666666667,2.9359,44.057,170.374094,142.1357652,5.076277328,70.7
103_O1,103,CCC(=O)CC,O,74.3219665,8,1,16.9317588,-0.29974,-0.16788,-0.16145,-0.14086,0,0,0,0,0,0,0,0,0,16,6,1,10,5,0,1,0,0,0,0,0,0,15,5,14,1,0,0,1,14,1,0,0,1,0,2,2,0,0,0.8,8,7.171259679,8.423938123,15.76984705,14.97647059,15.2,9.473011976,18.2858343,0.5,0.44820373,0.526496133,0.985615441,0.936029412,0.95,0.592063249,1.142864644,5.01,0,1,0,15.81993,10.90007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,1.3755,25.589,101.1901531,86.07316494,5.379572809,72.28
104_O1,104,CC(=O)C(C)(C)C,O,75.322282,8,1,16.33079843,-0.29944,-0.1648,-0.1497,-0.21625,0,0,0,0,0,0,0,0,0,19,7,1,12,6,0,1,0,0,0,0,0,0,18,6,17,1,0,0,1,17,1,0,0,1,0,4,0,0,1,0.833333333,9.333333333,8.33910582,9.965765927,18.6576839,17.70196078,17.96,11.27156647,21.70112395,0.49122807,0.438900306,0.524513996,0.981983363,0.931682147,0.945263158,0.59324034,1.142164418,6.01,0,1,0,18.823516,12.906484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6215,30.136,118.4861383,100.088815,5.267832369,72.83
105_O1,105,CCCC(=O)CCC,O,75.7344855,8,1,15.54339881,-0.29972,-0.16733,-0.15571,-0.11562,-0.13829,0,0,0,0,0,0,0,0,22,8,1,14,7,0,1,0,0,0,0,0,0,21,7,20,1,0,0,1,20,1,0,0,1,0,2,4,0,0,0.857142857,10.66666667,9.506951961,11.50759373,21.54552076,20.42745098,20.72,13.07012096,25.11641359,0.484848485,0.43213418,0.523072442,0.979341853,0.928520499,0.941818182,0.594096407,1.141655163,7.01,0,1,0,21.827102,14.912898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.571428571,2.1557,34.823,135.7821235,114.1044651,5.186566594,73.28
106_O1,106,CC(=O)CC(C)(C)C,O,76.88708,8,1,16.31014534,-0.30001,-0.17015,-0.16514,-0.0331,-0.21235,0,0,0,0,0,0,0,0,22,8,1,14,7,0,1,0,0,0,0,0,0,21,7,20,1,0,0,1,20,1,0,0,1,0,4,1,0,1,0.857142857,10.66666667,9.506951961,11.50759373,21.54552076,20.42745098,20.72,13.07012096,25.11641359,0.484848485,0.43213418,0.523072442,0.979341853,0.928520499,0.941818182,0.594096407,1.141655163,7.01,0,1,0,21.827102,14.912898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.142857143,2.0116,34.753,135.7821235,114.1044651,5.186566594,73.32
107_O1,107,CCC(C)C(C)=O,O,74.965214,8,1,16.91052922,-0.29973,-0.16761,-0.15877,-0.12993,-0.06918,0,0,0,0,0,0,0,0,19,7,1,12,6,0,1,0,0,0,0,0,0,18,6,17,1,0,0,1,17,1,0,0,1,0,3,1,1,0,0.833333333,9.333333333,8.33910582,9.965765927,18.6576839,17.70196078,17.96,11.27156647,21.70112395,0.49122807,0.438900306,0.524513996,0.981983363,0.931682147,0.945263158,0.59324034,1.142164418,6.01,0,1,0,18.823516,12.906484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,1.6215,30.136,118.4861383,100.088815,5.267832369,73.73
108_O1,108,CCCCCCCCCC(C)=O,O,74.860194,8,1,16.91234149,-0.30003,-0.17069,-0.17058,-0.05465,-0.05335,-0.05331,-0.05331,-0.05332,-0.05358,-0.05647,0,0,0,34,12,1,22,11,0,1,0,0,0,0,0,0,33,11,32,1,0,0,1,32,1,0,0,1,0,2,8,0,0,0.909090909,16,14.17833652,17.67490495,33.09686817,31.32941176,31.76,20.26433892,38.77757218,0.470588235,0.417009898,0.519850145,0.973437299,0.921453287,0.934117647,0.596009968,1.140516829,11.01,0,1,0,33.841446,22.938554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.727272727,3.7161,53.291,204.9660644,170.1670653,5.004913686,74.15
109_O1,109,CCCCCCC(C)=O,O,76.367231,8,1,16.79522008,-0.30003,-0.17069,-0.17058,-0.05465,-0.05336,-0.05358,-0.05647,-0.06911,0,0,0,0,0,25,9,1,16,8,0,1,0,0,0,0,0,0,24,8,23,1,0,0,1,23,1,0,0,1,0,2,5,0,0,0.875,12,10.6747981,13.04942153,24.43335761,23.15294118,23.48,14.86867545,28.53170324,0.48,0.426991924,0.521976861,0.977334304,0.926117647,0.9392,0.594747018,1.14126813,8.01,0,1,0,24.830688,16.919312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.625,2.5458,39.44,153.0781087,128.1201151,5.124804605,74.3
110_O1,110,CCCCC(C)C(C)=O,O,77.265152,8,1,16.65269016,-0.29973,-0.1676,-0.15849,-0.12679,-0.05365,-0.05647,-0.06911,0,0,0,0,0,0,25,9,1,16,8,0,1,0,0,0,0,0,0,24,8,23,1,0,0,1,23,1,0,0,1,0,3,3,1,0,0.875,12,10.6747981,13.04942153,24.43335761,23.15294118,23.48,14.86867545,28.53170324,0.48,0.426991924,0.521976861,0.977334304,0.926117647,0.9392,0.594747018,1.14126813,8.01,0,1,0,24.830688,16.919312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,2.4017,39.37,153.0781087,128.1201151,5.124804605,74.47
111_O1,111,CCCCC(C)=O,O,76.172944,8,1,16.90851953,-0.30003,-0.17069,-0.17059,-0.05493,-0.0565,-0.06911,0,0,0,0,0,0,0,19,7,1,12,6,0,1,0,0,0,0,0,0,18,6,17,1,0,0,1,17,1,0,0,1,0,2,3,0,0,0.833333333,9.333333333,8.33910582,9.965765927,18.6576839,17.70196078,17.96,11.27156647,21.70112395,0.49122807,0.438900306,0.524513996,0.981983363,0.931682147,0.945263158,0.59324034,1.142164418,6.01,0,1,0,18.823516,12.906484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,1.7656,30.206,118.4861383,100.088815,5.267832369,74.6
112_O1,112,CC(C)CCC(C)=O,O,76.8109405,8,1,16.44055538,-0.30003,-0.17068,-0.17033,-0.05205,-0.04404,-0.13985,0,0,0,0,0,0,0,22,8,1,14,7,0,1,0,0,0,0,0,0,21,7,20,1,0,0,1,20,1,0,0,1,0,3,2,1,0,0.857142857,10.66666667,9.506951961,11.50759373,21.54552076,20.42745098,20.72,13.07012096,25.11641359,0.484848485,0.43213418,0.523072442,0.979341853,0.928520499,0.941818182,0.594096407,1.141655163,7.01,0,1,0,21.827102,14.912898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.428571429,2.0116,34.753,135.7821235,114.1044651,5.186566594,74.84
113_O1,113,CC(C)C(C)=O,O,75.73186,8,1,16.75237803,-0.29974,-0.16789,-0.16163,-0.14251,0,0,0,0,0,0,0,0,0,16,6,1,10,5,0,1,0,0,0,0,0,0,15,5,14,1,0,0,1,14,1,0,0,1,0,3,0,1,0,0.8,8,7.171259679,8.423938123,15.76984705,14.97647059,15.2,9.473011976,18.2858343,0.5,0.44820373,0.526496133,0.985615441,0.936029412,0.95,0.592063249,1.142864644,5.01,0,1,0,15.81993,10.90007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1.2314,25.519,101.1901531,86.07316494,5.379572809,74.84
114_O1,114,CC(C)CC(C)=O,O,75.752864,8,1,16.01015622,-0.30002,-0.17042,-0.16799,-0.04537,-0.13992,0,0,0,0,0,0,0,0,19,7,1,12,6,0,1,0,0,0,0,0,0,18,6,17,1,0,0,1,17,1,0,0,1,0,3,1,1,0,0.833333333,9.333333333,8.33910582,9.965765927,18.6576839,17.70196078,17.96,11.27156647,21.70112395,0.49122807,0.438900306,0.524513996,0.981983363,0.931682147,0.945263158,0.59324034,1.142164418,6.01,0,1,0,18.823516,12.906484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,1.6215,30.136,118.4861383,100.088815,5.267832369,75.09
115_O1,115,CC(=O)C12CC3CC(CC(C3)C1)C2,O,78.8325755,8,1,16.22947722,-0.2994,-0.16391,-0.13952,-0.15968,-0.11179,-0.16333,0,0,0,0,0,0,0,31,13,1,18,12,0,1,0,0,0,0,0,0,33,15,32,1,0,0,1,32,1,0,0,1,0,1,6,3,1,0.916666667,16.33333333,14.84264424,17.59124934,30.32119446,28.87843137,29.24,19.66722994,34.94699289,0.52688172,0.478794976,0.567459656,0.978103047,0.931562302,0.943225806,0.634426772,1.127322351,69.01,0.322580645,1,0,32.844274,18.925726,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,1,1,1,0.066666667,2.7918,51.286,181.3926728,178.1357652,5.746315006,75.59
116_O1,116,CC(C)=O,O,72.218941,8,1,16.82929292,-0.30034,-0.17408,-0.186,0,0,0,0,0,0,0,0,0,0,10,4,1,6,3,0,1,0,0,0,0,0,0,9,3,8,1,0,0,1,8,1,0,0,1,0,2,0,0,0,0.666666667,5.333333333,4.835567397,5.340282516,9.994173343,9.525490196,9.68,5.875902994,11.45525501,0.533333333,0.48355674,0.534028252,0.999417334,0.95254902,0.968,0.587590299,1.145525501,3.01,0,1,0,9.812758,6.887242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5953,16.355,66.59818262,58.04186481,5.804186481,76.03
117_O1,117,CCC(C)=O,O,73.9859025,8,1,16.81840167,-0.30004,-0.17098,-0.17373,-0.07043,0,0,0,0,0,0,0,0,0,13,5,1,8,4,0,1,0,0,0,0,0,0,12,4,11,1,0,0,1,11,1,0,0,1,0,2,1,0,0,0.75,6.666666667,6.003413538,6.88211032,12.8820102,12.25098039,12.44,7.674457485,14.87054466,0.512820513,0.461801041,0.529393102,0.990923861,0.942383107,0.956923077,0.590342883,1.143888051,4.01,0,1,0,12.816344,8.893656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.9854,20.972,83.89416785,72.05751488,5.54288576,76.07
118_O1,118,CCCC(C)=O,O,75.695103,8,1,16.84938503,-0.30003,-0.1707,-0.17086,-0.05781,-0.06915,0,0,0,0,0,0,0,0,16,6,1,10,5,0,1,0,0,0,0,0,0,15,5,14,1,0,0,1,14,1,0,0,1,0,2,2,0,0,0.8,8,7.171259679,8.423938123,15.76984705,14.97647059,15.2,9.473011976,18.2858343,0.5,0.44820373,0.526496133,0.985615441,0.936029412,0.95,0.592063249,1.142864644,5.01,0,1,0,15.81993,10.90007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,1.3755,25.589,101.1901531,86.07316494,5.379572809,76.19
119_O1,119,CC(=O)C1CC1,O,82.6342995,8,1,17.3599819,-0.29972,-0.16731,-0.15532,-0.10962,0,0,0,0,0,0,0,0,0,14,6,1,8,5,0,1,0,0,0,0,0,0,14,6,13,1,0,0,1,13,1,0,0,1,0,1,2,1,0,0.8,7.666666667,7.003413538,7.88211032,13.8820102,13.25098039,13.44,8.674457485,15.87054466,0.547619048,0.500243824,0.56300788,0.991572157,0.946498599,0.96,0.619604106,1.133610333,6.01,0.214285714,1,0,14.486344,8.893656,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.166666667,0.9854,23.405,88.83369412,84.05751488,6.004108205,83.2
120_O1,120,O=C(C1CC1)C2CC2,O,69.593441,8,1,17.60539746,-0.29909,-0.16055,-0.12464,-0.21925,0,0,0,0,0,0,0,0,0,18,8,1,10,7,0,1,0,0,0,0,0,0,19,9,18,1,0,0,1,18,1,0,0,1,0,0,4,2,0,0.857142857,10,9.171259679,10.42393812,17.76984705,16.97647059,17.2,11.47301198,20.2858343,0.555555556,0.509514427,0.579107674,0.987213725,0.943137255,0.955555556,0.637389554,1.126990795,25.01,0.388888889,1,0,19.15993,10.90007,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0.222222222,1.3755,30.455,111.0692056,110.0731649,6.11517583,87.48
121_O1,121,CC1CCCC(C)(C)C1=O,O,76.614028,8,1,16.44004979,-0.29881,-0.15804,-0.11908,-0.32729,-0.05342,0,0,0,0,0,0,0,0,26,10,1,16,9,0,1,0,0,0,0,0,0,26,10,25,1,0,0,1,25,1,0,0,1,0,3,3,1,1,0.888888889,13,11.6747981,14.04942153,25.43335761,24.15294118,24.48,15.86867545,29.53170324,0.5,0.449030696,0.540362367,0.978206062,0.928959276,0.941538462,0.610333671,1.13583474,10.01,0.230769231,1,0,26.500688,16.919312,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.4017,41.803,158.017635,140.1201151,5.389235197,55.95
122_O1,122,O=C1CCC1,O,66.652881,8,1,17.60844254,-0.29972,-0.16728,-0.15429,-0.05508,0,0,0,0,0,0,0,0,0,11,5,1,6,4,0,1,0,0,0,0,0,0,11,5,10,1,0,0,1,10,1,0,0,1,0,0,3,0,0,0.75,6.333333333,5.835567397,6.340282516,10.99417334,10.5254902,10.68,6.875902994,12.45525501,0.575757576,0.530506127,0.57638932,0.999470304,0.956862745,0.970909091,0.62508209,1.13229591,5.01,0.363636364,1,0,11.482758,6.887242,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7394,18.858,71.5377089,70.04186481,6.367442256,70.3
123_O1,123,CC1CCC(C)C1=O,O,67.198985,8,1,17.66060793,-0.29911,-0.16112,-0.13095,-0.25215,0,0,0,0,0,0,0,0,0,20,8,1,12,7,0,1,0,0,0,0,0,0,20,8,19,1,0,0,1,19,1,0,0,1,0,2,2,2,0,0.857142857,10.33333333,9.33910582,10.96576593,19.6576839,18.70196078,18.96,12.27156647,22.70112395,0.516666667,0.466955291,0.548288296,0.982884195,0.935098039,0.948,0.613578323,1.135056197,8.01,0.25,1,0,20.493516,12.906484,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.6215,32.569,123.4256646,112.088815,5.60444075,70.64
124_O1,124,CC1(C)CCCCC1=O,O,78.4650055,8,1,16.75673679,-0.29911,-0.16113,-0.13116,-0.25517,-0.0534,0,0,0,0,0,0,0,0,23,9,1,14,8,0,1,0,0,0,0,0,0,23,9,22,1,0,0,1,22,1,0,0,1,0,2,4,0,1,0.875,11.66666667,10.50695196,12.50759373,22.54552076,21.42745098,21.72,14.07012096,26.11641359,0.507246377,0.456823998,0.543808423,0.980240033,0.931628303,0.944347826,0.611744389,1.135496243,9.01,0.260869565,1,0,23.497102,14.912898,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.1557,37.256,140.7216498,126.1044651,5.482802829,73.93
125_O1,125,CC1CC(=O)C(C)(C)C1,O,79.397058,8,1,17.61559621,-0.2991,-0.16084,-0.12799,-0.23851,-0.06999,0,0,0,0,0,0,0,0,23,9,1,14,8,0,1,0,0,0,0,0,0,23,9,22,1,0,0,1,22,1,0,0,1,0,3,2,1,1,0.875,11.66666667,10.50695196,12.50759373,22.54552076,21.42745098,21.72,14.07012096,26.11641359,0.507246377,0.456823998,0.543808423,0.980240033,0.931628303,0.944347826,0.611744389,1.135496243,9.01,0.217391304,1,0,23.497102,14.912898,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.0116,37.186,140.7216498,126.1044651,5.482802829,75.09
126_O1,126,CC1(C)CCCC1=O,O,79.2841615,8,1,17.71300284,-0.29911,-0.16113,-0.13112,-0.25381,0,0,0,0,0,0,0,0,0,20,8,1,12,7,0,1,0,0,0,0,0,0,20,8,19,1,0,0,1,19,1,0,0,1,0,2,3,0,1,0.857142857,10.33333333,9.33910582,10.96576593,19.6576839,18.70196078,18.96,12.27156647,22.70112395,0.516666667,0.466955291,0.548288296,0.982884195,0.935098039,0.948,0.613578323,1.135056197,8.01,0.25,1,0,20.493516,12.906484,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.7656,32.639,123.4256646,112.088815,5.60444075,75.25
127_O1,127,CC1CCCCC1=O,O,78.352109,8,1,16.82603992,-0.29941,-0.16422,-0.14308,-0.1814,-0.05338,0,0,0,0,0,0,0,0,20,8,1,12,7,0,1,0,0,0,0,0,0,20,8,19,1,0,0,1,19,1,0,0,1,0,1,4,1,0,0.857142857,10.33333333,9.33910582,10.96576593,19.6576839,18.70196078,18.96,12.27156647,22.70112395,0.516666667,0.466955291,0.548288296,0.982884195,0.935098039,0.948,0.613578323,1.135056197,8.01,0.3,1,0,20.493516,12.906484,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.7656,32.639,123.4256646,112.088815,5.60444075,76.03
128_O1,128,O=C1CCCCC1,O,77.291407,8,1,16.89941182,-0.29972,-0.16731,-0.15517,-0.10928,-0.05336,0,0,0,0,0,0,0,0,17,7,1,10,6,0,1,0,0,0,0,0,0,17,7,16,1,0,0,1,16,1,0,0,1,0,0,5,0,0,0.833333333,9,8.171259679,9.423938123,16.76984705,15.97647059,16.2,10.47301198,19.2858343,0.529411765,0.480662334,0.554349301,0.986461591,0.939792388,0.952941176,0.616059528,1.134460841,7.01,0.352941176,1,0,17.48993,10.90007,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5196,28.092,106.1296793,98.07316494,5.769009702,76.36
129_O1,129,CC1CC(=O)CC(C)(C)C1,O,78.625161,8,1,17.25140247,-0.29968,-0.16647,-0.14655,-0.07138,-0.26663,0,0,0,0,0,0,0,0,26,10,1,16,9,0,1,0,0,0,0,0,0,26,10,25,1,0,0,1,25,1,0,0,1,0,3,3,1,1,0.888888889,13,11.6747981,14.04942153,25.43335761,24.15294118,24.48,15.86867545,29.53170324,0.5,0.449030696,0.540362367,0.978206062,0.928959276,0.941538462,0.610333671,1.13583474,10.01,0.230769231,1,0,26.500688,16.919312,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.4017,41.803,158.017635,140.1201151,5.389235197,76.97
130_O1,130,O=C1CC2CCC1C2,O,80.074437,8,1,17.58132048,-0.29939,-0.16363,-0.13649,-0.14552,-0.05395,0,0,0,0,0,0,0,0,18,8,1,10,7,0,1,0,0,0,0,0,0,19,9,18,1,0,0,1,18,1,0,0,1,0,0,4,2,0,0.857142857,10,9.171259679,10.42393812,17.76984705,16.97647059,17.2,11.47301198,20.2858343,0.555555556,0.509514427,0.579107674,0.987213725,0.943137255,0.955555556,0.637389554,1.126990795,25.01,0.388888889,1,0,19.15993,10.90007,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,1.3755,30.455,111.0692056,110.0731649,6.11517583,77.22
