Name,LB,SMI,Atomic_Symbol,DFT_BF3_Affinity,Atomic_Number,Degree,Free_SASA,Atomic_Charge,Radial_Charge_1,Radial_Charge_2,Radial_Charge_3,Radial_Charge_4,Radial_Charge_5,Radial_Charge_6,Radial_Charge_7,Radial_Charge_8,Radial_Charge_9,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nHetero,nH,nC,nN,nO,nS,nP,nF,nCl,nBr,nX,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,FCSP3,SZ,Sm,Sv,Sse,Spe,Sare,Sp,Si,MZ,Mm,Mv,Mse,Mpe,Mare,Mp,Mi,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n5Ring,n6Ring,nHRing,n5HRing,n6HRing,naRing,n6aRing,naHRing,n6aHRing,nARing,n5ARing,n6ARing,nAHRing,n5AHRing,n6AHRing,nFRing,nFARing,nRot,RotRatio,SLogP,SMR,Vabc,MW,AMW,Exp_BF3_Affinity
237_O2,237,COc1ccc(cc1)C(=O)\C=C\c2sccc2,O,89.0930295,8,1,15.41256558,-0.28929,-0.10391,-0.09439,-0.16374,0.01514,0.07734,-0.41522,-0.20058,0,0,0,11,11,29,17,3,12,14,0,2,1,0,0,0,0,0,30,18,17,2,0,11,13,23,7,0,1,11,1,0,0,0,0,0.071428571,21.33333333,20.34035467,19.86761978,29.06518572,28.0627451,28.336,21.48833293,31.83055745,0.735632184,0.701391541,0.685090337,1.002247784,0.967680865,0.977103448,0.740976998,1.097605429,52.03,0.482758621,3,0,35.885516,17.102484,2,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,4,0.222222222,3.6528,70.6775,221.8215999,244.0558006,8.415717263,81.3
237_S1,237,COc1ccc(cc1)C(=O)\C=C\c2sccc2,S,8.545315,16,2,15.42781539,-0.14448,-0.12605,-0.18818,-0.00991,0.24193,-0.02525,-0.12002,-0.03215,0.21868,-0.27809,0,11,11,29,17,3,12,14,0,2,1,0,0,0,0,0,30,18,17,2,0,11,13,23,7,0,1,11,1,0,0,0,0,0.071428571,21.33333333,20.34035467,19.86761978,29.06518572,28.0627451,28.336,21.48833293,31.83055745,0.735632184,0.701391541,0.685090337,1.002247784,0.967680865,0.977103448,0.740976998,1.097605429,52.03,0.482758621,3,0,35.885516,17.102484,2,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,4,0.222222222,3.6528,70.6775,221.8215999,244.0558006,8.415717263,81.3
238_O1,238,O=C1CCC2=CC=CC=C12,O,76.440745,8,1,17.64235999,-0.29417,-0.13119,-0.09557,-0.13258,-0.12521,-0.06228,0,0,0,0,0,6,6,18,10,1,8,9,0,1,0,0,0,0,0,0,19,11,12,1,0,6,7,15,4,0,0,5,2,0,2,0,0,0.222222222,11.66666667,11.00341354,11.88211032,17.8820102,17.25098039,17.44,12.67445749,19.87054466,0.648148148,0.611300752,0.66011724,0.993445011,0.9583878,0.968888889,0.704136527,1.103919148,31.01,0.5,1,0,21.166344,8.893656,2,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1.8155,39.0935,126.8517992,132.0575149,7.336528604,83.01
239_O1,239,COC1=CC2=C(C=C1)C(=O)CCC2,O,34.469502,8,2,10.56167871,-0.49676,-0.30057,-0.13527,-0.08352,-0.02597,0.15805,-0.0701,0,0,0,0,6,6,25,13,2,12,11,0,2,0,0,0,0,0,0,26,14,19,1,0,6,7,22,4,0,0,5,2,0,3,0,0,0.363636364,15.66666667,14.67113479,15.68056503,24.98834669,24.05098039,24.36,16.75180599,27.91051002,0.626666667,0.586845392,0.627222601,0.999533867,0.962039216,0.9744,0.67007224,1.116420401,40.02,0.4,2,0,27.975516,14.642484,2,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0.071428571,2.2142,50.2625,170.2339966,176.0837296,7.043349185,88.2
239_O2,239,COC1=CC2=C(C=C1)C(=O)CCC2,O,70.1999315,8,1,16.29200307,-0.29418,-0.13152,-0.09942,-0.1522,-0.096,0.21867,-0.27809,-0.20058,0,0,0,6,6,25,13,2,12,11,0,2,0,0,0,0,0,0,26,14,19,1,0,6,7,22,4,0,0,5,2,0,3,0,0,0.363636364,15.66666667,14.67113479,15.68056503,24.98834669,24.05098039,24.36,16.75180599,27.91051002,0.626666667,0.586845392,0.627222601,0.999533867,0.962039216,0.9744,0.67007224,1.116420401,40.02,0.4,2,0,27.975516,14.642484,2,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0.071428571,2.2142,50.2625,170.2339966,176.0837296,7.043349185,88.2
240_O1,240,CC1=CC(=O)C=C(O1)C,O,117.272521,8,1,17.14186495,-0.28969,-0.10485,-0.05743,0.29126,-0.1872,0,0,0,0,0,0,6,6,17,9,2,8,7,0,2,0,0,0,0,0,0,17,9,10,1,0,6,7,14,3,0,0,5,0,2,0,0,0,0.285714286,11,10.33544251,10.59690942,17.21267298,16.6,16.84,11.15469701,19.07993073,0.647058824,0.607967207,0.623347613,1.012510175,0.976470588,0.990588235,0.656158647,1.122348866,9.02,0.352941176,2,0,18.628344,10.629656,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.25664,34.452,116.0429736,124.0524295,7.297201735,115.56
240_O2,240,CC1=CC(=O)C=C(O1)C,O,2.1889795,8,2,11.84908363,-0.4664,-0.25771,-0.22234,0.28969,0,0,0,0,0,0,0,6,6,17,9,2,8,7,0,2,0,0,0,0,0,0,17,9,10,1,0,6,7,14,3,0,0,5,0,2,0,0,0,0.285714286,11,10.33544251,10.59690942,17.21267298,16.6,16.84,11.15469701,19.07993073,0.647058824,0.607967207,0.623347613,1.012510175,0.976470588,0.990588235,0.656158647,1.122348866,9.02,0.352941176,2,0,18.628344,10.629656,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.25664,34.452,116.0429736,124.0524295,7.297201735,115.56
241_N1,241,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,N,93.6141405,7,3,5.141762956,-0.37168,-0.23354,0.39575,-0.38883,-0.20458,-0.13371,-0.12485,-0.06227,0,0,0,11,11,34,17,4,17,13,3,1,0,0,0,0,0,0,35,18,23,1,0,11,12,30,5,0,1,8,0,1,0,0,0,0.307692308,20.66666667,19.25726417,20.59422613,33.86671522,32.59215686,33.044,22.2440006,38.61156284,0.607843137,0.566390123,0.605712533,0.996079859,0.958592849,0.971882353,0.654235312,1.135634201,52.04,0.323529412,4,0,37.147481,21.912519,2,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0.111111111,1.55042,70.074,215.489563,231.1371622,6.798151828,115.89
241_N2,241,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,N,48.788979,7,3,5.10958514,-0.2832,-0.40969,0.20028,-0.42006,-0.39848,-0.06227,0,0,0,0,0,11,11,34,17,4,17,13,3,1,0,0,0,0,0,0,35,18,23,1,0,11,12,30,5,0,1,8,0,1,0,0,0,0.307692308,20.66666667,19.25726417,20.59422613,33.86671522,32.59215686,33.044,22.2440006,38.61156284,0.607843137,0.566390123,0.605712533,0.996079859,0.958592849,0.971882353,0.654235312,1.135634201,52.04,0.323529412,4,0,37.147481,21.912519,2,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0.111111111,1.55042,70.074,215.489563,231.1371622,6.798151828,115.89
241_N3,241,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,N,31.2532645,7,3,6.150657949,-0.21605,-0.13781,-0.26041,-0.50012,-0.3359,0,0,0,0,0,0,11,11,34,17,4,17,13,3,1,0,0,0,0,0,0,35,18,23,1,0,11,12,30,5,0,1,8,0,1,0,0,0,0.307692308,20.66666667,19.25726417,20.59422613,33.86671522,32.59215686,33.044,22.2440006,38.61156284,0.607843137,0.566390123,0.605712533,0.996079859,0.958592849,0.971882353,0.654235312,1.135634201,52.04,0.323529412,4,0,37.147481,21.912519,2,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0.111111111,1.55042,70.074,215.489563,231.1371622,6.798151828,115.89
241_O1,241,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,O,113.497052,8,1,14.166776,-0.26499,0.02973,-0.0609,-0.58811,-0.63972,-0.12485,-0.06227,0,0,0,0,11,11,34,17,4,17,13,3,1,0,0,0,0,0,0,35,18,23,1,0,11,12,30,5,0,1,8,0,1,0,0,0,0.307692308,20.66666667,19.25726417,20.59422613,33.86671522,32.59215686,33.044,22.2440006,38.61156284,0.607843137,0.566390123,0.605712533,0.996079859,0.958592849,0.971882353,0.654235312,1.135634201,52.04,0.323529412,4,0,37.147481,21.912519,2,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0.111111111,1.55042,70.074,215.489563,231.1371622,6.798151828,115.89
242_N1,242,CN1N(C(=O)C=C1C)C1=CC=CC=C1,N,42.5849225,7,3,5.208387553,-0.28536,-0.43734,0.0475,-0.13371,-0.12485,-0.06227,0,0,0,0,0,11,11,26,14,3,12,11,2,1,0,0,0,0,0,0,27,15,15,1,0,11,12,22,5,0,1,8,0,1,0,0,0,0.181818182,16.66666667,15.67146782,16.48169306,25.98397669,25.08627451,25.416,17.58893174,29.28260046,0.641025641,0.602748762,0.633911272,0.999383719,0.964856712,0.977538462,0.676497374,1.126253864,43.03,0.423076923,3,0,29.373516,15.186484,2,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0.066666667,1.48442,55.747,169.9008319,188.094963,7.234421654,128.61
242_N2,242,CN1N(C(=O)C=C1C)C1=CC=CC=C1,N,29.554566,7,3,6.205063256,-0.21792,-0.16553,-0.41348,-0.21353,-0.06227,0,0,0,0,0,0,11,11,26,14,3,12,11,2,1,0,0,0,0,0,0,27,15,15,1,0,11,12,22,5,0,1,8,0,1,0,0,0,0.181818182,16.66666667,15.67146782,16.48169306,25.98397669,25.08627451,25.416,17.58893174,29.28260046,0.641025641,0.602748762,0.633911272,0.999383719,0.964856712,0.977538462,0.676497374,1.126253864,43.03,0.423076923,3,0,29.373516,15.186484,2,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0.066666667,1.48442,55.747,169.9008319,188.094963,7.234421654,128.61
242_O1,242,CN1N(C(=O)C=C1C)C1=CC=CC=C1,O,123.8756535,8,1,15.84787589,-0.2674,0.00371,-0.18812,-0.29931,-0.36585,-0.12485,-0.06227,0,0,0,0,11,11,26,14,3,12,11,2,1,0,0,0,0,0,0,27,15,15,1,0,11,12,22,5,0,1,8,0,1,0,0,0,0.181818182,16.66666667,15.67146782,16.48169306,25.98397669,25.08627451,25.416,17.58893174,29.28260046,0.641025641,0.602748762,0.633911272,0.999383719,0.964856712,0.977538462,0.676497374,1.126253864,43.03,0.423076923,3,0,29.373516,15.186484,2,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0.066666667,1.48442,55.747,169.9008319,188.094963,7.234421654,128.61
243_O1,243,CCOC(=O)C1=CC(Br)=CC=C1,O,11.155062,8,2,9.352978318,-0.46239,-0.03592,-0.11115,-0.11264,-0.02705,-0.06346,0,0,0,0,0,6,6,21,12,3,9,9,0,2,0,0,0,0,1,1,21,12,14,1,0,6,7,17,4,0,1,5,1,2,0,0,0,0.222222222,19,19.07193406,14.15657256,21.32884195,20.62352941,20.816,15.38032156,23.33673055,0.904761905,0.908187336,0.674122503,1.015659141,0.982072829,0.991238095,0.732396265,1.111272883,12.03,0.285714286,2,0,25.685137,13.012863,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.166666667,2.6258,50.0985,167.2821044,227.9785916,10.85612341,56
243_O2,243,CCOC(=O)C1=CC(Br)=CC=C1,O,53.913955,8,1,15.15938636,-0.24621,0.09144,-0.31023,-0.30242,-0.10658,-0.06346,0,0,0,0,0,6,6,21,12,3,9,9,0,2,0,0,0,0,1,1,21,12,14,1,0,6,7,17,4,0,1,5,1,2,0,0,0,0.222222222,19,19.07193406,14.15657256,21.32884195,20.62352941,20.816,15.38032156,23.33673055,0.904761905,0.908187336,0.674122503,1.015659141,0.982072829,0.991238095,0.732396265,1.111272883,12.03,0.285714286,2,0,25.685137,13.012863,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.166666667,2.6258,50.0985,167.2821044,227.9785916,10.85612341,56
244_O1,244,CCOC(=O)C1=CC=C(Br)C=C1,O,8.5899485,8,2,9.562240476,-0.46239,-0.03596,-0.11223,-0.12584,-0.09366,0.05084,0,0,0,0,0,6,6,21,12,3,9,9,0,2,0,0,0,0,1,1,21,12,14,1,0,6,7,17,4,0,1,5,1,2,0,0,0,0.222222222,19,19.07193406,14.15657256,21.32884195,20.62352941,20.816,15.38032156,23.33673055,0.904761905,0.908187336,0.674122503,1.015659141,0.982072829,0.991238095,0.732396265,1.111272883,12.03,0.285714286,2,0,25.685137,13.012863,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.166666667,2.6258,50.0985,167.2821044,227.9785916,10.85612341,57.8
244_O2,244,CCOC(=O)C1=CC=C(Br)C=C1,O,56.381925,8,1,15.22798397,-0.24621,0.0914,-0.31131,-0.31562,-0.17319,0.05084,0,0,0,0,0,6,6,21,12,3,9,9,0,2,0,0,0,0,1,1,21,12,14,1,0,6,7,17,4,0,1,5,1,2,0,0,0,0.222222222,19,19.07193406,14.15657256,21.32884195,20.62352941,20.816,15.38032156,23.33673055,0.904761905,0.908187336,0.674122503,1.015659141,0.982072829,0.991238095,0.732396265,1.111272883,12.03,0.285714286,2,0,25.685137,13.012863,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.166666667,2.6258,50.0985,167.2821044,227.9785916,10.85612341,57.8
245_O1,245,O=COC1=CC=CC=C1,O,51.603515,8,1,17.55767553,-0.25567,0.04233,-0.23209,-0.102,-0.1404,-0.12509,-0.06227,0,0,0,0,6,6,15,9,2,6,7,0,2,0,0,0,0,0,0,15,9,8,1,0,6,7,11,4,0,0,6,0,0,0,0,0,0,10.66666667,10.16759637,10.05508162,15.32483613,14.8745098,15.08,10.35614251,16.66464108,0.711111111,0.677839758,0.670338775,1.021655742,0.991633987,1.005333333,0.690409501,1.110976072,9.02,0.4,2,0,17.294758,8.623242,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.222222222,1.2218,33.134,113.4065147,122.0367794,8.135785295,57.84
245_O2,245,O=COC1=CC=CC=C1,O,12.908896,8,2,11.30045465,-0.42876,-0.00069,-0.1404,-0.12509,-0.06227,0,0,0,0,0,0,6,6,15,9,2,6,7,0,2,0,0,0,0,0,0,15,9,8,1,0,6,7,11,4,0,0,6,0,0,0,0,0,0,10.66666667,10.16759637,10.05508162,15.32483613,14.8745098,15.08,10.35614251,16.66464108,0.711111111,0.677839758,0.670338775,1.021655742,0.991633987,1.005333333,0.690409501,1.110976072,9.02,0.4,2,0,17.294758,8.623242,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.222222222,1.2218,33.134,113.4065147,122.0367794,8.135785295,57.84
246_O1,246,COC(=O)C1=CC=CC=C1,O,9.023156,8,2,9.359205545,-0.46542,-0.04712,-0.03279,-0.12816,-0.12464,-0.06227,0,0,0,0,0,6,6,18,10,2,8,8,0,2,0,0,0,0,0,0,18,10,11,1,0,6,7,14,4,0,1,5,1,0,0,0,0,0.125,12,11.33544251,11.59690942,18.21267298,17.6,17.84,12.15469701,20.07993073,0.666666667,0.629746806,0.644272746,1.011815165,0.977777778,0.991111111,0.675260945,1.115551707,10.02,0.333333333,2,0,20.298344,10.629656,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.1,1.4732,37.7815,130.7024999,136.0524295,7.558468305,59.4
246_O2,246,COC(=O)C1=CC=CC=C1,O,48.7548475,8,1,15.57476699,-0.24622,0.09112,-0.31471,-0.32913,-0.12464,-0.06227,0,0,0,0,0,6,6,18,10,2,8,8,0,2,0,0,0,0,0,0,18,10,11,1,0,6,7,14,4,0,1,5,1,0,0,0,0,0.125,12,11.33544251,11.59690942,18.21267298,17.6,17.84,12.15469701,20.07993073,0.666666667,0.629746806,0.644272746,1.011815165,0.977777778,0.991111111,0.675260945,1.115551707,10.02,0.333333333,2,0,20.298344,10.629656,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.1,1.4732,37.7815,130.7024999,136.0524295,7.558468305,59.4
247_O1,247,CCOC(=O)CF,O,9.7294155,8,2,10.60774939,-0.46405,-0.03847,0.00918,0,0,0,0,0,0,0,0,0,0,14,7,3,7,4,0,2,0,0,1,0,0,1,13,6,12,1,0,0,1,12,1,0,1,0,0,3,0,0,0,0.75,9.333333333,8.833269769,7.972550173,14.72541879,14.29803922,14.6,8.088952695,16.41956262,0.666666667,0.630947841,0.56946787,1.051815628,1.021288515,1.042857143,0.577782335,1.172825902,6.03,0,2,0,13.508551,10.739449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,0.519,22.608,98.75195375,106.0430077,7.574500549,59.53
247_O2,247,CCOC(=O)CF,O,45.249805,8,1,16.47433955,-0.24914,0.08789,-0.1896,-0.18975,-0.07953,0,0,0,0,0,0,0,0,14,7,3,7,4,0,2,0,0,1,0,0,1,13,6,12,1,0,0,1,12,1,0,1,0,0,3,0,0,0,0.75,9.333333333,8.833269769,7.972550173,14.72541879,14.29803922,14.6,8.088952695,16.41956262,0.666666667,0.630947841,0.56946787,1.051815628,1.021288515,1.042857143,0.577782335,1.172825902,6.03,0,2,0,13.508551,10.739449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,0.519,22.608,98.75195375,106.0430077,7.574500549,59.53
248_O1,248,CCOC(=O)C1=CC(C)=CC=C1,O,7.631641,8,2,9.353892192,-0.46239,-0.03595,-0.11204,-0.12493,-0.10973,-0.14645,0,0,0,0,0,6,6,24,12,2,12,10,0,2,0,0,0,0,0,0,24,12,17,1,0,6,7,20,4,0,1,4,2,3,0,0,0,0.3,14.66666667,13.67113479,14.68056503,23.98834669,23.05098039,23.36,15.75180599,26.91051002,0.611111111,0.569630616,0.61169021,0.999514445,0.960457516,0.973333333,0.65632525,1.121271251,12.02,0.25,2,0,26.305516,14.642484,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.166666667,2.17172,47.1355,165.2944704,164.0837296,6.836822068,61
248_O2,248,CCOC(=O)C1=CC(C)=CC=C1,O,53.5385085,8,1,15.49017673,-0.24621,0.09141,-0.31112,-0.31471,-0.18925,-0.14645,0,0,0,0,0,6,6,24,12,2,12,10,0,2,0,0,0,0,0,0,24,12,17,1,0,6,7,20,4,0,1,4,2,3,0,0,0,0.3,14.66666667,13.67113479,14.68056503,23.98834669,23.05098039,23.36,15.75180599,26.91051002,0.611111111,0.569630616,0.61169021,0.999514445,0.960457516,0.973333333,0.65632525,1.121271251,12.02,0.25,2,0,26.305516,14.642484,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.166666667,2.17172,47.1355,165.2944704,164.0837296,6.836822068,61
249_O1,249,CCOC(=O)C1=CC=CC=C1,O,14.515702,8,2,9.494696368,-0.46239,-0.03596,-0.11232,-0.12816,-0.12464,-0.06227,0,0,0,0,0,6,6,21,11,2,10,9,0,2,0,0,0,0,0,0,21,11,14,1,0,6,7,17,4,0,1,5,1,2,0,0,0,0.222222222,13.33333333,12.50328865,13.13873723,21.10050983,20.3254902,20.6,13.9532515,23.49522038,0.634920635,0.595394698,0.625654154,1.004786182,0.967880486,0.980952381,0.664440547,1.118820018,11.02,0.285714286,2,0,23.30193,12.63607,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.181818182,1.8633,42.3985,147.9984851,150.0680796,7.146099027,61.2
249_O2,249,CCOC(=O)C1=CC=CC=C1,O,58.4429425,8,1,15.26005656,-0.24621,0.0914,-0.31139,-0.31795,-0.20417,-0.06227,0,0,0,0,0,6,6,21,11,2,10,9,0,2,0,0,0,0,0,0,21,11,14,1,0,6,7,17,4,0,1,5,1,2,0,0,0,0.222222222,13.33333333,12.50328865,13.13873723,21.10050983,20.3254902,20.6,13.9532515,23.49522038,0.634920635,0.595394698,0.625654154,1.004786182,0.967880486,0.980952381,0.664440547,1.118820018,11.02,0.285714286,2,0,23.30193,12.63607,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.181818182,1.8633,42.3985,147.9984851,150.0680796,7.146099027,61.2
250_O1,250,CCOC(=O)C1=CC=C(C=C1)F,O,14.058865,8,2,9.462533339,-0.46239,-0.03596,-0.11211,-0.12214,-0.04652,0.20701,0,0,0,0,0,6,6,21,12,3,9,9,0,2,0,0,1,0,0,1,21,12,14,1,0,6,7,17,4,0,1,5,1,2,0,0,0,0.222222222,14.66666667,14.00111591,13.51437798,21.61325564,21.02352941,21.36,13.88750719,23.83485227,0.698412698,0.666719805,0.643541808,1.02920265,1.001120448,1.017142857,0.661309866,1.134992965,12.03,0.285714286,2,0,23.192137,12.745863,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.166666667,2.0024,42.3565,154.0660441,168.0586577,8.002793226,61.7
250_O2,250,CCOC(=O)C1=CC=C(C=C1)F,O,57.9966075,8,1,15.28451703,-0.24621,0.0914,-0.31118,-0.31192,-0.12604,0.20701,0,0,0,0,0,6,6,21,12,3,9,9,0,2,0,0,1,0,0,1,21,12,14,1,0,6,7,17,4,0,1,5,1,2,0,0,0,0.222222222,14.66666667,14.00111591,13.51437798,21.61325564,21.02352941,21.36,13.88750719,23.83485227,0.698412698,0.666719805,0.643541808,1.02920265,1.001120448,1.017142857,0.661309866,1.134992965,12.03,0.285714286,2,0,23.192137,12.745863,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.166666667,2.0024,42.3565,154.0660441,168.0586577,8.002793226,61.7
251_O1,251,CCOC(=O)C1=CC=C(C=C1)C,O,12.525573,8,2,9.296729235,-0.46239,-0.03596,-0.1123,-0.12762,-0.11819,-0.04412,-0.08389,0,0,0,0,6,6,24,12,2,12,10,0,2,0,0,0,0,0,0,24,12,17,1,0,6,7,20,4,0,1,4,2,3,0,0,0,0.3,14.66666667,13.67113479,14.68056503,23.98834669,23.05098039,23.36,15.75180599,26.91051002,0.611111111,0.569630616,0.61169021,0.999514445,0.960457516,0.973333333,0.65632525,1.121271251,12.02,0.25,2,0,26.305516,14.642484,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.166666667,2.17172,47.1355,165.2944704,164.0837296,6.836822068,63
251_O2,251,CCOC(=O)C1=CC=C(C=C1)C,O,61.2049685,8,1,15.48729459,-0.24621,0.0914,-0.31137,-0.3174,-0.19772,-0.04412,-0.08389,0,0,0,0,6,6,24,12,2,12,10,0,2,0,0,0,0,0,0,24,12,17,1,0,6,7,20,4,0,1,4,2,3,0,0,0,0.3,14.66666667,13.67113479,14.68056503,23.98834669,23.05098039,23.36,15.75180599,26.91051002,0.611111111,0.569630616,0.61169021,0.999514445,0.960457516,0.973333333,0.65632525,1.121271251,12.02,0.25,2,0,26.305516,14.642484,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.166666667,2.17172,47.1355,165.2944704,164.0837296,6.836822068,63
252_O1,252,CC1COC(=O)O1,O,12.8852665,8,2,11.65445614,-0.43035,0.20968,-0.13469,-0.08085,0,0,0,0,0,0,0,0,0,13,7,3,6,4,0,3,0,0,0,0,0,0,13,7,12,1,0,0,1,12,1,0,0,0,0,2,1,0,0,0.75,9,8.499625343,7.769880725,13.65549891,13.22352941,13.48,7.836382036,14.87402716,0.692307692,0.653817334,0.597683133,1.050422993,1.01719457,1.036923077,0.602798618,1.144155935,7.03,0.384615385,3,0,13.086758,10.359242,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0.5417,21.895,89.1181628,102.0316941,7.84859185,64.19
252_O2,252,CC1COC(=O)O1,O,57.7393085,8,1,17.63561545,-0.20312,0.30517,-0.55281,-0.28433,-0.08085,0,0,0,0,0,0,0,0,13,7,3,6,4,0,3,0,0,0,0,0,0,13,7,12,1,0,0,1,12,1,0,0,0,0,2,1,0,0,0.75,9,8.499625343,7.769880725,13.65549891,13.22352941,13.48,7.836382036,14.87402716,0.692307692,0.653817334,0.597683133,1.050422993,1.01719457,1.036923077,0.602798618,1.144155935,7.03,0.384615385,3,0,13.086758,10.359242,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0.5417,21.895,89.1181628,102.0316941,7.84859185,64.19
252_O3,252,CC1COC(=O)O1,O,14.3397935,8,2,11.64205562,-0.42764,0.21741,-0.23049,0,0,0,0,0,0,0,0,0,0,13,7,3,6,4,0,3,0,0,0,0,0,0,13,7,12,1,0,0,1,12,1,0,0,0,0,2,1,0,0,0.75,9,8.499625343,7.769880725,13.65549891,13.22352941,13.48,7.836382036,14.87402716,0.692307692,0.653817334,0.597683133,1.050422993,1.01719457,1.036923077,0.602798618,1.144155935,7.03,0.384615385,3,0,13.086758,10.359242,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0.5417,21.895,89.1181628,102.0316941,7.84859185,64.19
253_O1,253,CCOC(=O)C1=CC=C(C=C1)OC,O,19.666933,8,2,9.29970712,-0.46239,-0.03596,-0.11204,-0.12053,-0.03216,0.21868,-0.27809,-0.20058,0,0,0,6,6,25,13,3,12,10,0,3,0,0,0,0,0,0,25,13,18,1,0,6,7,21,4,0,1,5,1,2,0,0,0,0.3,16,15.00316377,15.39536414,25.31900947,24.4,24.76,16.23204551,28.1198961,0.64,0.600126551,0.615814565,1.012760379,0.976,0.9904,0.64928182,1.124795844,13.03,0.24,3,0,27.107516,16.378484,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0.230769231,1.8719,48.9505,174.0846973,180.0786442,7.20314577,64.7
253_O2,253,CCOC(=O)C1=CC=C(C=C1)OC,O,64.169158,8,1,15.34901247,-0.24621,0.0914,-0.31112,-0.31031,-0.11169,0.21868,-0.27809,-0.20058,0,0,0,6,6,25,13,3,12,10,0,3,0,0,0,0,0,0,25,13,18,1,0,6,7,21,4,0,1,5,1,2,0,0,0,0.3,16,15.00316377,15.39536414,25.31900947,24.4,24.76,16.23204551,28.1198961,0.64,0.600126551,0.615814565,1.012760379,0.976,0.9904,0.64928182,1.124795844,13.03,0.24,3,0,27.107516,16.378484,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0.230769231,1.8719,48.9505,174.0846973,180.0786442,7.20314577,64.7
253_O3,253,CCOC(=O)C1=CC=C(C=C1)OC,O,34.086179,8,2,10.67777529,-0.49677,-0.30085,-0.13852,-0.0941,0.09239,0.43,-0.27861,-0.18979,-0.07953,0,0,6,6,25,13,3,12,10,0,3,0,0,0,0,0,0,25,13,18,1,0,6,7,21,4,0,1,5,1,2,0,0,0,0.3,16,15.00316377,15.39536414,25.31900947,24.4,24.76,16.23204551,28.1198961,0.64,0.600126551,0.615814565,1.012760379,0.976,0.9904,0.64928182,1.124795844,13.03,0.24,3,0,27.107516,16.378484,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0.230769231,1.8719,48.9505,174.0846973,180.0786442,7.20314577,64.7
